point/0/_name,point/0/_x,point/0/_y,point/1/_name,point/1/_x,point/1/_y,point/2/_name,point/2/_x,point/2/_y,point/3/_name,point/3/_x,point/3/_y,_index,_rejected
bl,784.462,756.562,tl,800.892,270.115,tr,1174.53,320.971,br,1253.79,792.848,66,false
bl,787.695,757.608,tl,803.771,272.206,tr,1178.04,320.668,br,1257.24,792.316,67,false
bl,787.125,760.888,tl,804.516,277.561,tr,1179.54,322.36,br,1258.37,792.297,68,false
bl,785.309,760.522,tl,803.225,279.31,tr,1178.37,321.685,br,1257.62,789.909,69,false
bl,781.048,763.358,tl,799.747,282.699,tr,1174.99,320.789,br,1253.94,788.842,70,false
bl,775.17,766.349,tl,795.938,288.38,tr,1170.69,324.089,br,1248.47,790.304,71,false
bl,767.24,763.339,tl,789.734,287.168,tr,1165.77,319.859,br,1241.83,785.066,72,false
bl,761.749,769.755,tl,786.437,291.934,tr,1163.16,323.441,br,1237.46,790.801,73,false
bl,756.976744186,766.279069767,tl,783.720930233,294.186046512,tr,1163.95348837,322.093023256,br,1234.88372093,788.372093023,74,false
bl,754.651162791,767.441860465,tl,786.046511628,291.860465116,tr,1166.27906977,322.093023256,br,1233.72093023,789.534883721,75,false
bl,755.925,773.728,tl,792.355,306.253,tr,1170.18,335.345,br,1235.81,799.133,76,false
bl,749.437,770.801,tl,794.498,304.737,tr,1173.87,333.938,br,1233.92,797.333,77,false
bl,744.781,772.333,tl,797.15,307.643,tr,1177.31,337.741,br,1231.28,802.595,78,false
bl,746.765,769.403,tl,802.336,309.995,tr,1182.52,340.254,br,1233.21,801.53,79,false
bl,732.935,759.232,tl,803.453,301.987,tr,1182.66,334.434,br,1220.74,796.928,80,false
bl,723.907,757.266,tl,803.841,305.908,tr,1183.18,341.093,br,1212.96,800.433,81,false
bl,720.647,753.305,tl,805.744,304.913,tr,1184.96,340.882,br,1208.02,798.989,82,false
bl,714.868,748.462,tl,804.401,301.391,tr,1184.22,339.263,br,1202.71,796.502,83,false
bl,704.393,740.945,tl,803.44,299.177,tr,1182.09,339.123,br,1191.68,793.325,84,false
bl,701.097,735.435,tl,804.349,296.856,tr,1182.29,336.923,br,1186.6,789.213,85,false
bl,693.417,723.5,tl,806.018,290.315,tr,1181.6,331.833,br,1177.6,781.015,86,false
bl,692.094,718.998,tl,808.26,288.117,tr,1184.38,329.803,br,1175.79,778.453,87,false
bl,693.023255814,708.139534884,tl,817.441860465,277.906976744,tr,1193.02325581,320.930232558,br,1172.09302326,770.930232558,88,false
bl,691.361,699.793,tl,818.197,273.946,tr,1194.97,318.465,br,1169.3,765.508,89,false
bl,688.172,690.459,tl,823.613,267.361,tr,1197.6,314.012,br,1160.18,761.022,90,false
bl,684.901,685.382,tl,825.683,263.615,tr,1198.99,311.551,br,1155.57,757.673,91,false
bl,672.988,680.404,tl,823.494,260.113,tr,1195.34,310.141,br,1139.98,757.098,92,false
bl,668.675,674.183,tl,825.716,255.778,tr,1194.87,308.38,br,1130.83,754.346,93,false
bl,663.438,672.078,tl,823.908,253.976,tr,1192.95,307.341,br,1124.43,754.402,94,false
bl,664.011,670.271,tl,829.892,254.624,tr,1195.53,310.612,br,1118.53,756.547,95,false
bl,664.065,661.326,tl,833.307,245.937,tr,1199.21,305.138,br,1115.47,751.705,96,false
bl,667.57,660.605,tl,838.508,244.228,tr,1203.12,304.15,br,1117.12,752.695,97,false
bl,674.34,655.147,tl,846.982,240.678,tr,1211.29,301.896,br,1120.72,748.883,98,false
bl,681.703,645.063,tl,853.795,227.425,tr,1217.81,288.673,br,1124.98,738.835,99,false
bl,682.935,638.901,tl,854.254,219.087,tr,1219.26,280.263,br,1124.91,731.625,100,false
bl,685.763,622.048,tl,852.453,197.112,tr,1219.13,258.224,br,1127.72,713.828,101,false
bl,687.432,613.05,tl,854.366,184.974,tr,1221.61,244.292,br,1129.48,703.559,102,false
bl,689.085,617.915,tl,849.463,180.048,tr,1219.11,237.253,br,1132.87,703.65,103,false
bl,693.004,614.533,tl,847.908,173.044,tr,1219.9,227.694,br,1137.94,696.752,104,false
bl,700.257,613.212,tl,846.876,159.138,tr,1221.78,210.652,br,1146.53,691.57,105,false
bl,705.462,626.951,tl,844.352,166.818,tr,1219.34,214.378,br,1152.54,699.091,106,false
bl,707.539,636.65,tl,841.49,172.216,tr,1217.63,218.456,br,1155.0,706.573,107,false
bl,706.885,659.848,tl,833.027,188.515,tr,1209.92,229.615,br,1156.3,722.866,108,false
bl,706.367,670.986,tl,827.114,195.465,tr,1204.7,234.618,br,1157.12,731.205,109,false
bl,702.145,689.785,tl,814.677,207.829,tr,1194.97,242.302,br,1157.81,742.146,110,false
bl,706.283,707.83,tl,806.499,216.101,tr,1189.15,245.967,br,1163.3,752.855,111,false
bl,705.865,718.873,tl,802.012,224.507,tr,1184.17,251.8,br,1163.44,760.45,112,false
bl,704.625,726.251,tl,796.711,230.729,tr,1178.98,255.443,br,1163.39,764.327,113,false
bl,705.805,743.168,tl,786.613,240.046,tr,1171.75,260.76,br,1165.46,774.416,114,false
bl,705.387,748.64,tl,783.066,244.042,tr,1167.22,262.075,br,1166.51,775.413,115,false
bl,704.18,747.073,tl,771.169,237.164,tr,1158.85,251.802,br,1167.31,767.583,116,false
bl,705.438,747.516,tl,768.077,234.119,tr,1156.33,246.807,br,1168.81,765.169,117,false
bl,702.869,750.966,tl,755.802,231.81,tr,1146.49,240.432,br,1168.52,761.286,118,false
bl,708.208,746.285,tl,754.161,225.651,tr,1145.95,232.363,br,1173.76,754.161,119,false
bl,716.838,737.626,tl,753.883,209.719,tr,1149.76,211.955,br,1184.44,739.598,120,false
bl,719.653,735.822,tl,752.053,204.506,tr,1149.23,204.793,br,1189.19,734.978,121,false
bl,731.574,730.883,tl,752.951,194.52,tr,1153.55,190.937,br,1202.05,724.672,122,false
bl,739.862,731.525,tl,757.504,191.585,tr,1158.11,186.725,br,1210.46,723.648,123,false
bl,750.016,737.593,tl,764.438,191.85,tr,1167.03,182.633,br,1223.68,725.009,124,false
bl,751.229,745.925,tl,763.821,198.311,tr,1166.52,187.143,br,1226.01,730.505,125,false
bl,756.286,761.089,tl,760.456,210.376,tr,1163.85,195.296,br,1232.49,739.909,126,false
bl,768.237,772.687,tl,763.391,220.327,tr,1168.04,201.327,br,1245.97,745.671,127,false
bl,770.757,776.688,tl,764.355,222.686,tr,1169.08,201.275,br,1249.1,747.763,128,false
bl,776.174,785.868,tl,763.262,227.934,tr,1169.73,205.08,br,1255.52,753.643,129,false
bl,780.395,792.061,tl,765.218,233.547,tr,1170.45,209.406,br,1258.56,758.083,130,false
bl,786.71,798.093,tl,766.118,239.939,tr,1171.42,214.458,br,1265.57,761.827,131,false
bl,789.494,800.864,tl,768.173,243.437,tr,1173.48,216.716,br,1268.38,763.314,132,false
bl,795.918,797.924,tl,772.612,239.854,tr,1177.8,213.694,br,1273.79,760.449,133,false
bl,791.947,800.017,tl,770.405,241.464,tr,1175.75,214.645,br,1271.36,761.478,134,false
bl,787.473,801.831,tl,767.352,243.051,tr,1172.95,216.146,br,1269.48,762.381,135,false
bl,792.824,796.842,tl,768.856,238.51,tr,1174.26,212.26,br,1272.84,758.434,136,false
bl,796.466,792.818,tl,772.079,235.737,tr,1177.99,210.146,br,1276.06,755.465,137,false
bl,798.685,785.448,tl,776.437,231.492,tr,1181.52,208.509,br,1275.46,751.988,138,false
bl,798.254,777.268,tl,780.339,226.057,tr,1184.23,206.267,br,1274.17,747.953,139,false
bl,797.096,772.266,tl,783.162,218.779,tr,1187.53,202.7,br,1272.42,746.738,140,false
bl,791.942,770.791,tl,784.264,215.793,tr,1188.77,202.877,br,1268.66,749.06,141,false
bl,790.812,770.336,tl,786.105,215.96,tr,1191.22,206.805,br,1268.06,752.881,142,false
bl,794.988,766.026,tl,794.09,214.789,tr,1198.59,209.549,br,1271.5,754.361,143,false
bl,795.899,757.935,tl,803.586,207.702,tr,1208.24,206.393,br,1273.76,752.197,144,false
bl,795.192,757.848,tl,809.094,203.847,tr,1214.22,206.876,br,1272.39,756.573,145,false
bl,795.472,760.437,tl,814.777,209.707,tr,1218.6,216.594,br,1270.72,764.398,146,false
bl,794.772,758.316,tl,819.688,210.544,tr,1222.36,221.809,br,1269.63,767.171,147,false
bl,792.212,758.424,tl,822.922,209.823,tr,1225.62,224.859,br,1267.4,771.63,148,false
bl,789.225,761.549,tl,825.559,215.146,tr,1226.49,232.708,br,1263.4,777.791,149,false
bl,791.647,758.815,tl,829.684,217.162,tr,1229.33,236.722,br,1264.0,778.362,150,false
bl,794.583,752.668,tl,835.2,212.894,tr,1234.73,235.024,br,1265.8,775.679,151,false
bl,794.11,749.059,tl,840.062,210.056,tr,1238.56,234.104,br,1266.01,774.569,152,false
bl,797.655,742.675,tl,844.504,207.363,tr,1242.75,232.84,br,1266.9,771.322,153,false
bl,798.606,733.132,tl,849.187,199.917,tr,1248.04,227.913,br,1268.36,764.748,154,false
bl,799.59,726.447,tl,854.243,193.627,tr,1252.36,223.583,br,1267.53,760.954,155,false
bl,798.837209302,716.279069767,tl,861.627906977,184.88372093,tr,1259.30232558,219.76744186,br,1263.95348837,755.813953488,156,false
bl,796.851,707.569,tl,863.263,181.148,tr,1258.72,218.265,br,1260.32,752.456,157,false
bl,791.254,703.758,tl,863.632,177.208,tr,1259.68,217.473,br,1255.16,752.318,158,false
bl,787.781,701.127,tl,864.613,176.7,tr,1259.41,219.485,br,1250.28,752.672,159,false
bl,775.494,699.48,tl,860.083,178.296,tr,1252.47,224.726,br,1236.26,754.21,160,false
bl,768.699,697.31,tl,855.931,179.069,tr,1245.94,226.784,br,1227.92,753.798,161,false
bl,768.612,699.835,tl,854.433,186.512,tr,1243.23,231.845,br,1226.63,754.725,162,false
bl,778.201,699.046,tl,861.127,189.156,tr,1248.71,232.113,br,1235.08,752.388,163,false
bl,785.097,697.319,tl,866.885,188.702,tr,1253.76,230.469,br,1240.33,749.856,164,false
bl,788.372093023,696.511627907,tl,870.930232558,188.372093023,tr,1261.62790698,231.395348837,br,1246.51162791,750.0,165,false
bl,810.861,694.025,tl,890.159,191.334,tr,1275.72,231.498,br,1263.88,747.12,166,false
bl,830.497,694.476,tl,907.669,193.606,tr,1292.02,232.691,br,1282.34,747.865,167,false
bl,839.149,693.488,tl,917.182,195.917,tr,1301.54,234.536,br,1290.97,747.741,168,false
bl,860.305,692.003,tl,935.702,199.323,tr,1318.11,238.032,br,1309.27,747.136,169,false
bl,869.502,688.661,tl,946.257,198.123,tr,1328.1,237.497,br,1318.32,744.909,170,false
bl,889.579,681.497,tl,966.837,193.746,tr,1348.17,233.834,br,1338.81,739.391,171,false
bl,901.302,678.137,tl,977.845,191.745,tr,1359.18,232.501,br,1350.56,737.148,172,false
bl,922.402,670.474,tl,1000.87,184.898,tr,1382.93,226.887,br,1373.29,730.749,173,false
bl,934.154,667.576,tl,1009.76,182.909,tr,1391.57,224.446,br,1382.48,728.703,174,false
bl,941.499,665.463,tl,1017.71,180.829,tr,1399.56,222.364,br,1390.34,726.607,175,false
bl,957.546,662.891,tl,1030.28,179.077,tr,1412.04,221.175,br,1405.44,724.068,176,false
bl,965.398,659.739,tl,1036.51,176.696,tr,1418.33,218.171,br,1413.88,720.279,177,false
bl,973.03,659.986,tl,1044.77,175.461,tr,1427.88,215.704,br,1423.28,719.326,178,false
bl,977.102,665.431,tl,1043.99,180.343,tr,1425.1,219.243,br,1424.03,722.422,179,false
bl,972.124,671.861,tl,1038.31,185.087,tr,1419.01,223.205,br,1420.57,726.755,180,false
bl,969.072,680.243,tl,1031.18,192.135,tr,1412.35,228.914,br,1416.68,732.796,181,false
bl,956.098,699.001,tl,1011.78,211.651,tr,1390.6,244.438,br,1402.46,745.142,182,false
bl,936.606,717.891,tl,983.809,228.137,tr,1359.81,256.167,br,1382.72,755.578,183,false
bl,918.613,736.285,tl,955.467,245.405,tr,1330.4,268.115,br,1365.38,765.341,184,false
bl,910.219,745.545,tl,942.475,253.011,tr,1317.4,273.658,br,1357.11,770.651,185,false
bl,891.946,762.144,tl,915.898,267.844,tr,1289.79,285.041,br,1339.93,780.576,186,false
bl,884.078,766.981,tl,905.429,272.314,tr,1279.43,288.175,br,1333.19,783.164,187,false
bl,873.797,779.189,tl,889.2,281.266,tr,1263.94,296.166,br,1325.25,791.247,188,false
bl,869.276,780.747,tl,881.843,282.923,tr,1257.16,296.528,br,1320.92,790.987,189,false
bl,862.837,782.09,tl,869.825,279.289,tr,1247.02,291.987,br,1317.02,788.734,190,false
bl,860.157,780.337,tl,865.393,276.845,tr,1243.94,288.315,br,1316.73,785.79,191,false
bl,862.784,771.257,tl,862.459,264.365,tr,1243.94,275.058,br,1321.07,774.515,192,false
bl,861.923,772.239,tl,860.775,262.697,tr,1242.24,273.297,br,1320.22,774.539,193,false
bl,859.618,769.091,tl,854.067,258.488,tr,1236.71,267.694,br,1318.75,768.561,194,false
bl,856.237,768.109,tl,851.025,256.436,tr,1233.13,265.555,br,1315.76,766.631,195,false
bl,849.325,767.422,tl,841.067,254.584,tr,1224.4,263.603,br,1310.18,764.931,196,false
bl,844.887,761.952,tl,834.301,245.126,tr,1219.47,254.004,br,1307.67,758.01,197,false
bl,844.168,760.605,tl,832.167,242.576,tr,1218.49,251.966,br,1307.69,756.246,198,false
